Data_de_firma,AgreementId,Region,Country,DaysInc,1000/dies_entre_acords,Year,Month,no.d'acords_de_pau_signats
2018-03-02,2117,Europe and Eurasia,Ukraine,24.0,41.66666667,2018,3,8
2015-02-12,1364,Europe and Eurasia,Ukraine,1114.0,0.897666068,2015,2,8
2014-09-19,1362,Europe and Eurasia,Ukraine,146.0,6.849315068,2014,9,8
2014-09-05,1363,Europe and Eurasia,Ukraine,14.0,71.42857143,2014,9,8
2014-06-20,930,Europe and Eurasia,Ukraine,77.0,12.98701299,2014,6,8
2019-11-05,2235,Middle East and North Africa,Yemen,767.9872045,1.302105027,2019,11,33
2019-04-26,2228,Middle East and North Africa,Yemen,193.0,5.18134715,2019,4,33
2019-04-07,2227,Middle East and North Africa,Yemen,19.0,52.63157895,2019,4,33
2019-01-16,2124,Middle East and North Africa,Yemen,81.0,12.34567901,2019,1,33
2018-12-17,2123,Middle East and North Africa,Yemen,30.0,33.33333333,2018,12,33
2018-04-27,2176,Middle East and North Africa,Yemen,234.0,4.273504274,2018,4,33
2018-03-22,2335,Middle East and North Africa,Yemen,36.0,27.77777778,2018,3,33
2018-01-18,2119,Middle East and North Africa,Yemen,63.0,15.87301587,2018,1,33
2016-11-17,2336,Middle East and North Africa,Yemen,427.0,2.341920375,2016,11,33
2016-04-20,2009,Middle East and North Africa,Yemen,211.0,4.739336493,2016,4,33
2016-02-29,2007,Middle East and North Africa,Yemen,51.0,19.60784314,2016,2,33
2015-10-19,1734,Middle East and North Africa,Yemen,133.0,7.518796992,2015,10,33
2015-08-15,2214,Middle East and North Africa,Yemen,65.0,15.38461538,2015,8,33
2015-06-02,1823,Middle East and North Africa,Yemen,74.0,13.51351351,2015,6,33
2014-12-04,1676,Middle East and North Africa,Yemen,180.0,5.555555556,2014,12,33
2014-11-01,1884,Middle East and North Africa,Yemen,33.0,30.3030303,2014,11,33
2014-10-24,2006,Middle East and North Africa,Yemen,8.0,125.0,2014,10,33
2014-09-21,798,Middle East and North Africa,Yemen,33.0,30.3030303,2014,9,33
2014-08-07,2082,Middle East and North Africa,Yemen,45.0,22.22222222,2014,8,33
2014-07-15,2084,Middle East and North Africa,Yemen,23.0,43.47826087,2014,7,33
2014-06-26,1883,Middle East and North Africa,Yemen,19.0,52.63157895,2014,6,33
2014-05-02,1597,Middle East and North Africa,Yemen,55.0,18.18181818,2014,5,33
2014-03-08,1509,Middle East and North Africa,Yemen,55.0,18.18181818,2014,3,33
2014-02-10,1508,Middle East and North Africa,Yemen,26.0,38.46153846,2014,2,33
2014-01-25,1400,Middle East and North Africa,Yemen,16.0,62.5,2014,1,33
2014-01-11,2063,Middle East and North Africa,Yemen,14.0,71.42857143,2014,1,33
2011-12-07,1399,Middle East and North Africa,Yemen,766.0,1.305483029,2011,12,33
2011-11-23,758,Middle East and North Africa,Yemen,14.0,71.42857143,2011,11,33
2011-09-12,1402,Middle East and North Africa,Yemen,72.0,13.88888889,2011,9,33
2010-02-12,1434,Middle East and North Africa,Yemen,577.0,1.733102253,2010,2,33
2008-02-01,1433,Middle East and North Africa,Yemen,742.0,1.347708895,2008,2,33
1994-06-30,250,Middle East and North Africa,Yemen,4964.0,0.201450443,1994,6,33
1990-04-22,264,Middle East and North Africa,Yemen,1530.0,0.653594771,1990,4,33
2013-03-19,1340,Africa (excl MENA),Zimbabwe,3189.987205,0.313480881,2013,3,3
2008-09-15,826,Africa (excl MENA),Zimbabwe,1646.0,0.607533414,2008,9,3
2008-07-21,828,Africa (excl MENA),Zimbabwe,56.0,17.85714286,2008,7,3
