Data_de_firma,AgreementId,Region,Country,DaysInc,1000/dies_entre_acords,Year,Month,no.d'acords_de_pau_signats
23/09/1991,611,Europe and Eurasia,Armenia/Azerbaijan/Russia/(Nagorno-Karabakh),6250,0.16,1991,9,22
25/09/1991,467,Americas,El Salvador,97,10.30927835,1991,9,16
18/10/1991,1452,Europe and Eurasia,Croatia/Yugoslavia (former),19,52.63157895,1991,10,29
18/10/1991,493,Africa (excl MENA),Mozambique,26,38.46153846,1991,10,12
23/10/1991,243,Asia and Pacific,Cambodia,28,35.71428571,1991,10,3
30/10/1991,33,Middle East and North Africa,Israel/(Palestine),11000.9872,0.090900933,1991,10,22
30/10/1991,564,Africa (excl MENA),Liberia,160,6.25,1991,10,26
06/11/1991,1649,Europe and Eurasia,Croatia/Yugoslavia (former),40,25,1991,11,29
10/11/1991,1104,Americas,Colombia,89,11.23595506,1991,11,106
13/11/1991,494,Africa (excl MENA),Mozambique,120,8.333333333,1991,11,12
20/11/1991,196,Asia and Pacific,Cambodia,10979.9872,0.091074787,1991,11,3
13/12/1991,1232,Asia and Pacific,North Korea/South Korea,38,26.31578947,1991,12,6
16/12/1991,1888,Europe and Eurasia,Croatia/Yugoslavia (former),17,58.82352941,1991,12,29
21/12/1991,186,Africa (excl MENA),South Africa,280,3.571428571,1991,12,146
31/12/1991,465,Americas,El Salvador,16,62.5,1991,12,16
02/01/1992,1019,Europe and Eurasia,Croatia/Yugoslavia (former),142,7.042253521,1992,1,29
16/01/1992,474,Americas,El Salvador,341,2.93255132,1992,1,16
20/01/1992,1231,Asia and Pacific,North Korea/South Korea,3069,0.325839036,1992,1,6
07/02/1992,1105,Americas,Colombia,25,40,1992,2,106
14/02/1992,1678,Africa (excl MENA),Somalia,18,55.55555556,1992,2,146
25/02/1992,29,Americas,Haiti,492,2.032520325,1992,2,5
03/03/1992,1106,Americas,Colombia,17,58.82352941,1992,3,106
03/03/1992,1677,Africa (excl MENA),Somalia,311,3.215434084,1992,3,146
12/03/1992,495,Africa (excl MENA),Mozambique,126,7.936507937,1992,3,12
18/03/1992,547,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),25,40,1992,3,68
20/03/1992,164,Americas,Colombia,101,9.900990099,1992,3,106
26/03/1992,224,Africa (excl MENA),Namibia/South Africa,228,4.385964912,1992,3,4
07/04/1992,41,Africa (excl MENA),Liberia,466,2.145922747,1992,4,26
11/04/1992,637,Africa (excl MENA),Mali/Azawad,5197,0.192418703,1992,4,34
12/04/1992,1470,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),11,90.90909091,1992,4,68
23/04/1992,1587,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),17,58.82352941,1992,4,68
24/04/1992,482,Europe and Eurasia,Afghanistan,317,3.154574132,1992,4,20
07/05/1992,1683,Europe and Eurasia,Armenia/Azerbaijan/(Nagorno-Karabakh),10810.9872,0.092498491,1992,5,22
10/05/1992,1473,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),13,76.92307692,1992,5,68
23/05/1992,1927,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),14,71.42857143,1992,5,68
23/05/1992,1882,Europe and Eurasia,Croatia/Yugoslavia (former),67,14.92537313,1992,5,29
04/06/1992,1021,Africa (excl MENA),South Sudan/Sudan,715,1.398601399,1992,6,146
06/06/1992,1589,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),9,111.1111111,1992,6,68
15/06/1992,1570,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),23,43.47826087,1992,6,68
24/06/1992,1699,Europe and Eurasia,Georgia/Russia/(Ossetia),10762.9872,0.092911009,1992,6,59
29/06/1992,1109,Americas,Colombia,537,1.862197393,1992,6,106
04/07/1992,1700,Europe and Eurasia,Georgia/Russia/Ossetia,10752.9872,0.092997414,1992,7,59
08/07/1992,1476,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),13,76.92307692,1992,7,68
12/07/1992,469,Africa (excl MENA),Rwanda,37,27.02702703,1992,7,7
16/07/1992,354,Africa (excl MENA),Mozambique,22,45.45454545,1992,7,12
21/07/1992,1478,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),18,55.55555556,1992,7,68
21/07/1992,1024,Europe and Eurasia,Moldova/Russia/(Transdniestria),822,1.216545012,1992,7,5
29/07/1992,1851,Europe and Eurasia,Croatia/Yugoslavia (former),44,22.72727273,1992,7,29
07/08/1992,420,Africa (excl MENA),Mozambique,58,17.24137931,1992,8,12
08/08/1992,1608,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),20,50,1992,8,68
18/08/1992,503,Africa (excl MENA),Rwanda,73,13.69863014,1992,8,7
28/08/1992,1171,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),26,38.46153846,1992,8,68
28/08/1992,1025,Europe and Eurasia,Georgia/Abkhazia,333,3.003003003,1992,8,59
01/09/1992,569,Asia and Pacific,Philippines,651,1.53609831,1992,9,139
03/09/1992,10,Europe and Eurasia,Georgia/Russia/Abkhazia,10691.9872,0.093527983,1992,9,59
11/09/1992,1295,Europe and Eurasia,Croatia/Yugoslavia (former),19,52.63157895,1992,9,29
23/09/1992,1609,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),12,83.33333333,1992,9,68
26/09/1992,445,Africa (excl MENA),South Africa,418,2.392344498,1992,9,146
30/09/1992,1458,Europe and Eurasia,Croatia/Yugoslavia (former),20,50,1992,9,29
02/10/1992,1086,Americas,Nicaragua,1701,0.587889477,1992,10,5
04/10/1992,392,Africa (excl MENA),Mozambique,7982,0.125281884,1992,10,12
05/10/1992,1867,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),21,47.61904762,1992,10,68
20/10/1992,1459,Europe and Eurasia,Croatia/Yugoslavia (former),149,6.711409396,1992,10,29
26/10/1992,1846,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),31,32.25806452,1992,10,68
30/10/1992,504,Africa (excl MENA),Rwanda,71,14.08450704,1992,10,7
09/11/1992,285,Africa (excl MENA),Namibia/South Africa,476,2.100840336,1992,11,4
26/11/1992,1928,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),17,58.82352941,1992,11,68
13/12/1992,1615,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),9,111.1111111,1992,12,68
22/12/1992,1616,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),29,34.48275862,1992,12,68
22/12/1992,332,Americas,El Salvador,45,22.22222222,1992,12,16
08/01/1993,567,Africa (excl MENA),Somalia,7,142.8571429,1993,1,146
09/01/1993,1343,Africa (excl MENA),Rwanda,151,6.622516556,1993,1,7
15/01/1993,267,Africa (excl MENA),Somalia,71,14.08450704,1993,1,146
20/01/1993,1617,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),10,100,1993,1,68
30/01/1993,1618,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),12,83.33333333,1993,1,68
05/02/1993,552,Americas,El Salvador,215,4.651162791,1993,2,16
11/02/1993,1848,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),20,50,1993,2,68
20/02/1993,30,Asia and Pacific,India/Bodoland,2594,0.385505012,1993,2,42
03/03/1993,1182,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),30,33.33333333,1993,3,68
07/03/1993,409,Europe and Eurasia,Afghanistan,2325,0.430107527,1993,3,20
18/03/1993,1460,Europe and Eurasia,Croatia/Yugoslavia (former),19,52.63157895,1993,3,29
27/03/1993,216,Africa (excl MENA),Somalia,362,2.762430939,1993,3,146
02/04/1993,1869,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),53,18.86792453,1993,4,68
06/04/1993,1461,Europe and Eurasia,Croatia/Yugoslavia (former),71,14.08450704,1993,4,29
09/04/1993,1026,Europe and Eurasia,Georgia/Russia/(Abkhazia),10473.9872,0.095474625,1993,4,59
16/04/1993,545,Asia and Pacific,Philippines/Mindanao,205,4.87804878,1993,4,139
25/05/1993,1625,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),21,47.61904762,1993,5,68
31/05/1993,1318,Africa (excl MENA),Angola,533,1.876172608,1993,5,12
04/06/1993,1710,Africa (excl MENA),Somalia/Puntland,4566,0.219010074,1993,6,146
09/06/1993,505,Africa (excl MENA),Rwanda,56,17.85714286,1993,6,7
11/06/1993,1960,Cross-regional,North Korea/United States of America,497,2.012072435,1993,6,9
15/06/1993,1627,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),8,125,1993,6,68
16/06/1993,1938,Europe and Eurasia,Croatia/Yugoslavia (former),29,34.48275862,1993,6,29
17/06/1993,1721,Europe and Eurasia,Armenia/Azerbaijan/Nagorno-Karabakh,10,100,1993,6,22
23/06/1993,1177,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),8,125,1993,6,68
27/06/1993,1722,Europe and Eurasia,Armenia/Azerbaijan/Nagorno-Karabakh,31,32.25806452,1993,6,22
01/07/1993,1870,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),16,62.5,1993,7,68
01/07/1993,27,Americas,Haiti,444,2.252252252,1993,7,5
15/07/1993,1462,Europe and Eurasia,Croatia/Yugoslavia (former),8,125,1993,7,29
17/07/1993,1486,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),28,35.71428571,1993,7,68
17/07/1993,1313,Africa (excl MENA),Liberia,8,125,1993,7,26
23/07/1993,1463,Europe and Eurasia,Croatia/Yugoslavia (former),54,18.51851852,1993,7,29
25/07/1993,346,Africa (excl MENA),Liberia,414,2.415458937,1993,7,26
27/07/1993,249,Europe and Eurasia,Georgia/Abkhazia,62,16.12903226,1993,7,59
28/07/1993,1726,Europe and Eurasia,Armenia/Azerbaijan/Nagorno-Karabakh,8,125,1993,7,22
04/08/1993,475,Africa (excl MENA),Rwanda,10356.9872,0.096553175,1993,8,7
05/08/1993,1727,Europe and Eurasia,Armenia/Azerbaijan/Nagorno-Karabakh,12,83.33333333,1993,8,22
14/08/1993,1490,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),17,58.82352941,1993,8,68
17/08/1993,1728,Europe and Eurasia,Armenia/Azerbaijan/Nagorno-Karabakh,13,76.92307692,1993,8,22
23/08/1993,631,Asia and Pacific,India/Tripura,10337.9872,0.096730629,1993,8,42
30/08/1993,1729,Europe and Eurasia,Armenia/Azerbaijan/Nagorno-Karabakh,14,71.42857143,1993,8,22
31/08/1993,1630,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),16,62.5,1993,8,68
31/08/1993,1709,Africa (excl MENA),Somaliland,10329.9872,0.096805541,1993,8,146
07/09/1993,286,Asia and Pacific,China/India,1179,0.848176421,1993,9,6
08/09/1993,246,Americas,El Salvador,253,3.95256917,1993,9,16
13/09/1993,1731,Europe and Eurasia,Armenia/Azerbaijan/Nagorno-Karabakh,227,4.405286344,1993,9,22
13/09/1993,357,Middle East and North Africa,Israel/Palestine,233,4.291845494,1993,9,22
14/09/1993,1701,Europe and Eurasia,Georgia/Russia/(Ossetia),294,3.401360544,1993,9,59
14/09/1993,222,Middle East and North Africa,Israel/Jordan/(Palestine),315,3.174603175,1993,9,22
15/09/1993,1464,Europe and Eurasia,Croatia/Yugoslavia (former),126,7.936507937,1993,9,29
16/09/1993,472,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),36,27.77777778,1993,9,68
27/09/1993,1693,Europe and Eurasia,Georgia/Abkhazia,65,15.38461538,1993,9,59
29/09/1993,31,Asia and Pacific,India/Mizoram,301,3.322259136,1993,9,42
29/09/1993,1916,Africa (excl MENA),Kenya,4797,0.208463623,1993,9,19
22/10/1993,1297,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),31,32.25806452,1993,10,68
07/11/1993,187,Asia and Pacific,Philippines/Mindanao,1030,0.970873786,1993,11,139
18/11/1993,407,Africa (excl MENA),South Africa,152,6.578947368,1993,11,146
22/11/1993,1871,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),24,41.66666667,1993,11,68
01/12/1993,12,Europe and Eurasia,Georgia/Abkhazia,43,23.25581395,1993,12,59
15/12/1993,127,Europe and Eurasia,Ireland/United Kingdom/(Northern Ireland),10223.9872,0.097809199,1993,12,31
16/12/1993,1849,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),34,29.41176471,1993,12,68
18/12/1993,1341,Americas,Colombia,27,37.03703704,1993,12,106
10/01/1994,382,Americas,Guatemala,78,12.82051282,1994,1,12
13/01/1994,13,Europe and Eurasia,Georgia/Abkhazia,81,12.34567901,1994,1,59
14/01/1994,1110,Americas,Colombia,32,31.25,1994,1,106
19/01/1994,1298,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),7,142.8571429,1994,1,68
19/01/1994,1875,Europe and Eurasia,Croatia/Yugoslavia (former),69,14.49275362,1994,1,29
26/01/1994,484,Middle East and North Africa,Algeria,352,2.840909091,1994,1,6
26/01/1994,1598,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),13,76.92307692,1994,1,68
27/01/1994,1809,Cross-regional,China/Mongolia/Russia,879,1.137656428,1994,1,10
02/02/1994,397,Africa (excl MENA),Uganda,3055,0.327332242,1994,2,12
08/02/1994,1872,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),24,41.66666667,1994,2,68
15/02/1994,1111,Americas,Colombia,53,18.86792453,1994,2,106
28/02/1994,1292,Asia and Pacific,India/Darjeeling,4299,0.232612235,1994,2,42
28/02/1994,596,Africa (excl MENA),Namibia/South Africa,10148.9872,0.098531999,1994,2,4
04/03/1994,1850,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),14,71.42857143,1994,3,68
18/03/1994,1198,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),36,27.77777778,1994,3,68
24/03/1994,907,Africa (excl MENA),Somalia,1016,0.984251969,1994,3,146
29/03/1994,324,Europe and Eurasia,Croatia/Yugoslavia (former),248,4.032258065,1994,3,29
29/03/1994,334,Americas,Guatemala,86,11.62790698,1994,3,12
04/04/1994,237,Cross-regional,Chad/Libya,10113.9872,0.098872975,1994,4,1
04/04/1994,361,Europe and Eurasia,Georgia/Abkhazia,40,25,1994,4,59
04/04/1994,524,Europe and Eurasia,Georgia/Russia/Abkhazia,1457,0.686341798,1994,4,59
09/04/1994,173,Americas,Colombia,47,21.27659574,1994,4,106
19/04/1994,1806,Africa (excl MENA),South Africa,10098.9872,0.09901983,1994,4,146
23/04/1994,1499,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),18,55.55555556,1994,4,68
28/04/1994,1732,Europe and Eurasia,Armenia/Azerbaijan/Nagorno-Karabakh,13,76.92307692,1994,4,22
04/05/1994,281,Middle East and North Africa,Israel/Palestine,117,8.547008547,1994,5,22
11/05/1994,990,Europe and Eurasia,Armenia/Azerbaijan/Nagorno-Karabakh,77,12.98701299,1994,5,22
11/05/1994,1873,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),10,100,1994,5,68
14/05/1994,247,Europe and Eurasia,Georgia/Abkhazia,68,14.70588235,1994,5,59
19/05/1994,593,Americas,El Salvador,138,7.246376812,1994,5,16
20/05/1994,918,Africa (excl MENA),South Sudan/Sudan,341,2.93255132,1994,5,146
21/05/1994,1637,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),18,55.55555556,1994,5,68
26/05/1994,147,Americas,Colombia,19,52.63157895,1994,5,106
08/06/1994,1500,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),34,29.41176471,1994,6,68
14/06/1994,919,Americas,Colombia,16,62.5,1994,6,106
14/06/1994,559,Asia and Pacific,Philippines,257,3.891050584,1994,6,139
23/06/1994,296,Americas,Guatemala,281,3.558718861,1994,6,12
30/06/1994,148,Americas,Colombia,458,2.183406114,1994,6,106
30/06/1994,250,Middle East and North Africa,Yemen,4964,0.201450443,1994,6,33
05/07/1994,1707,Europe and Eurasia,Georgia/Russia/(Ossetia),10021.9872,0.09978061,1994,7,59
06/07/1994,1045,Africa (excl MENA),Burundi,66,15.15151515,1994,7,23
12/07/1994,1226,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),33,30.3030303,1994,7,68
21/07/1994,603,Europe and Eurasia,Georgia/Abkhazia,1057,0.946073794,1994,7,59
26/07/1994,591,Middle East and North Africa,Israel/Jordan/(Palestine),92,10.86956522,1994,7,22
27/07/1994,1733,Europe and Eurasia,Armenia/Azerbaijan/Nagorno-Karabakh,9999.987205,0.100000128,1994,7,22
27/07/1994,1837,Asia and Pacific,India/Mizoram,3926,0.254712175,1994,7,42
14/08/1994,1501,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),48,20.83333333,1994,8,68
27/08/1994,588,Asia and Pacific,Papua New Guinea/Bougainville,7,142.8571429,1994,8,139
29/08/1994,271,Middle East and North Africa,Israel/Palestine,363,2.754820937,1994,8,22
31/08/1994,1257,Europe and Eurasia,Ireland/United Kingdom/Northern Ireland,43,23.25581395,1994,8,31
03/09/1994,1741,Cross-regional,China/Russia,600,1.666666667,1994,9,10
03/09/1994,639,Asia and Pacific,Papua New Guinea/Bougainville,9961.987205,0.100381578,1994,9,139
10/09/1994,303,Africa (excl MENA),Burundi,1380,0.724637681,1994,9,23
12/09/1994,304,Africa (excl MENA),Liberia,100,10,1994,9,26
17/09/1994,257,Europe and Eurasia,Tajikistan,45,22.22222222,1994,9,12
18/09/1994,1805,Americas,Haiti,9946.987205,0.100532953,1994,9,5
28/09/1994,232,Asia and Pacific,Papua New Guinea/(Bougainville),9936.987205,0.100634124,1994,9,139
01/10/1994,1503,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),83,12.04819277,1994,10,68
04/10/1994,424,Americas,El Salvador,9930.987205,0.100694924,1994,10,16
07/10/1994,8,Africa (excl MENA),Gabon,9927.987205,0.100725351,1994,10,1
09/10/1994,203,Africa (excl MENA),Niger/Air and Azawad,188,5.319148936,1994,10,16
13/10/1994,1258,Europe and Eurasia,Ireland/United Kingdom/Northern Ireland,9921.987205,0.100786262,1994,10,31
18/10/1994,468,Asia and Pacific,Papua New Guinea/Bougainville,38,26.31578947,1994,10,139
21/10/1994,42,Europe and Eurasia,Moldova/Russia/(Transdniestria),930,1.075268817,1994,10,5
21/10/1994,223,Cross-regional,North Korea/United States of America,8635,0.115807759,1994,10,9
26/10/1994,594,Middle East and North Africa,Israel/Jordan/(Palestine),475,2.105263158,1994,10,22
31/10/1994,1029,Europe and Eurasia,Georgia/Russia/Ossetia,563,1.776198934,1994,10,59
01/11/1994,585,Europe and Eurasia,Tajikistan,289,3.460207612,1994,11,12
15/11/1994,439,Africa (excl MENA),Angola,1151,0.868809731,1994,11,12
25/11/1994,326,Asia and Pacific,Papua New Guinea/Bougainville,174,5.747126437,1994,11,139
02/12/1994,1200,Europe and Eurasia,Croatia/Yugoslavia (former),249,4.016064257,1994,12,29
21/12/1994,209,Africa (excl MENA),Liberia,241,4.149377593,1994,12,26
23/12/1994,916,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),10,100,1994,12,68
26/12/1994,245,Africa (excl MENA),Djibouti,1869,0.535045479,1994,12,26
02/01/1995,1213,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),9,111.1111111,1995,1,68
05/01/1995,355,Asia and Pacific,Sri Lanka,2037,0.490918017,1995,1,19
11/01/1995,1639,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),12,83.33333333,1995,1,68
13/01/1995,1044,Middle East and North Africa,Algeria,613,1.63132137,1995,1,6
23/01/1995,1640,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),8,125,1995,1,68
31/01/1995,1641,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),67,14.92537313,1995,1,68
04/02/1995,1684,Europe and Eurasia,Armenia/Azerbaijan/(Nagorno-Karabakh),5779,0.173040318,1995,2,22
17/02/1995,352,Americas,Ecuador/Peru,11,90.90909091,1995,2,16
22/02/1995,128,Europe and Eurasia,Ireland/United Kingdom/(Northern Ireland),279,3.584229391,1995,2,31
26/02/1995,417,Asia and Pacific,Philippines,120,8.333333333,1995,2,139
26/02/1995,535,Middle East and North Africa,Saudi Arabia/Yemen,1933,0.517330574,1995,2,2
28/02/1995,353,Americas,Ecuador/Peru,1063,0.940733772,1995,2,16
31/03/1995,283,Americas,Guatemala,402,2.487562189,1995,3,12
01/04/1995,1838,Asia and Pacific,India/Assam,9751.987205,0.102543203,1995,4,42
08/04/1995,1642,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),107,9.345794393,1995,4,68
15/04/1995,204,Africa (excl MENA),Niger/Air and Azawad,953,1.049317943,1995,4,16
26/04/1995,486,Africa (excl MENA),South Sudan/Sudan,350,2.857142857,1995,4,146
18/05/1995,607,Asia and Pacific,Papua New Guinea/Bougainville,197,5.076142132,1995,5,139
25/06/1995,1281,Europe and Eurasia,Russia/Chechnya,35,28.57142857,1995,6,11
26/06/1995,416,Asia and Pacific,Philippines,366,2.732240437,1995,6,139
24/07/1995,1644,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),46,21.73913043,1995,7,68
30/07/1995,288,Europe and Eurasia,Russia/Chechnya,126,7.936507937,1995,7,11
08/08/1995,1468,Europe and Eurasia,Croatia/Yugoslavia (former),56,17.85714286,1995,8,29
17/08/1995,518,Europe and Eurasia,Tajikistan,396,2.525252525,1995,8,12
19/08/1995,194,Africa (excl MENA),Liberia,263,3.802281369,1995,8,26
27/08/1995,35,Middle East and North Africa,Israel/Palestine,32,31.25,1995,8,22
08/09/1995,77,Europe and Eurasia,Bosnia and Herzegovina/Yugoslavia (former),18,55.55555556,1995,9,68
